{2.012435570611856, 0.0009751252823305636, 0.000725747843470115, 0.0017440395934035886, 0.00030145039452339923, 0.0016506936037235115, 0.001144809194641387, 0.0003429087661048285, 0.00016474974861818795, 0.00032538974545708873, 0.14272707996049408, 0.0004494377500884851, 0.0013755190528996512, 0.00027067390919072604, 0.0005452617501150323, 0.0006712098807225818, 0.0008344173323534032, 0.00042439549744065577, 0.0002503205415575141, 0.0004251309116007503, 0.008379675457291976, 0.0003953798419907929, 0.00040716456886141946}	{1.9992541056400832, 0.0006648120369322961, 0.0006411813639598263, 0.0006976635473005789, 0.0007592690349340612, 0.0006410046181293286, 0.0007170038105757149, 0.0007743004998246347, 0.0007556514954944546, 0.0007749440931153996, 0.001955152572368985, 0.008058916977873013, 0.0036715743034010945, 0.02148234013331105, 0.08630429537156714, 0.4999338837357341, 0.0797140664099453, 0.003953173955860871, 0.002723001574237575, 0.004297080251262684, 0.001492275845974393, 0.0012052868444968937, 0.0008207272387786366}	{1.9992541056400832, 0.0006648120369322961, 0.0006411813639598263, 0.0006976635473005789, 0.0007592690349340612, 0.0006410046181293286, 0.0007170038105757149, 0.0007743004998246347, 0.0007556514954944546, 0.0007749440931153996, 0.001955152572368985, 0.008058916977873013, 0.0036715743034010945, 0.02148234013331105, 0.08630429537156714, 0.4999338837357341, 0.0797140664099453, 0.003953173955860871, 0.002723001574237575, 0.004297080251262684, 0.001492275845974393, 0.0012052868444968937, 0.0008207272387786366}
{2.012936104714366, 0.0008888905268764102, 0.0006912774215171631, 0.0017545680305047552, 0.00024670006655477686, 0.0018643561990629286, 0.0012202364501829586, 0.00019857703287149493, 0.00015406061915299715, 0.00047945868588814087, 0.0006517703370809138, 0.14171254908989142, 0.0011775837955325292, 0.00041636522631749033, 0.0006679742993203102, 0.0007586160759918638, 0.0009632838572349244, 0.000399491122759127, 0.0003569704136898902, 0.000521409434790901, 0.0005128208956923596, 0.00030459361734565537, 0.008250707035405582}	{2.0007124392184736, 0.0006236262222487077, 0.00043969176889023905, 0.0018528783839393945, 0.0012180349586463843, 0.003950585823736996, 0.007144824079438064, 0.002061684643541743, 0.02122396478139195, 0.012897198404396903, 0.004450136185558338, 0.4790467562907734, 0.016599888112337317, 0.03436204104664711, 0.06977073475426356, 0.0141376065829436, 0.03636838913931419, 0.03495384552450775, 0.008749419496626665, 0.0439519670299446, 0.019469030060262404, 0.005865941228194668, 0.22276235254273663}	{2.0007124392184736, 0.0006236262222487077, 0.00043969176889023905, 0.0018528783839393945, 0.0012180349586463843, 0.003950585823736996, 0.007144824079438064, 0.002061684643541743, 0.02122396478139195, 0.012897198404396903, 0.004450136185558338, 0.4790467562907734, 0.016599888112337317, 0.03436204104664711, 0.06977073475426356, 0.0141376065829436, 0.03636838913931419, 0.03495384552450775, 0.008749419496626665, 0.0439519670299446, 0.019469030060262404, 0.005865941228194668, 0.22276235254273663}
{2.0134260107149324, 0.0009652857221893148, 0.0006767238763684634, 0.0018287953956078054, 0.0003749163808913766, 0.0017636661858721064, 0.0009794476826924864, 0.00007280192961013735, 0.00022574126993664563, 0.0005645242205867901, 0.0005817405716735057, 0.0002585332198817613, 0.14043161768165635, 0.00042559472910855256, 0.0005945676932223155, 0.0009268103648413198, 0.0008550241527690439, 0.0006766019117342698, 0.0002352715023334942, 0.00045304861697699483, 0.0004023608222144062, 0.00039705949501757934, 0.000387584198750879}	{2.0002955784640735, 0.000327724548611577, 0.0003516928794473949, 0.0003293339294769205, 0.0003633932941971723, 0.00034702376350049564, 0.002506581850816272, 0.0003266750513421724, 0.0003513409307226864, 0.00036955164849435557, 0.0003219938340016609, 0.000333790553617687, 0.5370403528071545, 0.00037097791406195924, 0.00034384877377550385, 0.00035035224148121085, 0.00035138412065389583, 0.00035838228786410405, 0.008300425961335876, 0.00033364352420006606, 0.00031257085525784303, 0.0003342699335829187, 0.0003178265183620144}	{2.0002955784640735, 0.000327724548611577, 0.0003516928794473949, 0.0003293339294769205, 0.0003633932941971723, 0.00034702376350049564, 0.002506581850816272, 0.0003266750513421724, 0.0003513409307226864, 0.00036955164849435557, 0.0003219938340016609, 0.000333790553617687, 0.5370403528071545, 0.00037097791406195924, 0.00034384877377550385, 0.00035035224148121085, 0.00035138412065389583, 0.00035838228786410405, 0.008300425961335876, 0.00033364352420006606, 0.00031257085525784303, 0.0003342699335829187, 0.0003178265183620144}
{2.013467147936516, 0.0009978755114060567, 0.00077389308267335, 0.0018186441274590376, 0.00034318490994039816, 0.0017784372448215603, 0.0011372551649893993, 0.00032313671524223996, 0.0002602509472103692, 0.00031393250107420817, 0.0003774513261207063, 0.0004905404305584217, 0.001346683319642975, 0.13686067374671756, 0.0006192956429510307, 0.0008899629782167267, 0.0009989536834312752, 0.0004414331881941262, 0.000516549271767568, 0.00048538197002119125, 0.0004276998526497224, 0.00034814633213308354, 0.0002888151532793391}	{2.0006092678023473, 0.0006941393753550518, 0.0006026729259121671, 0.0006745077062733169, 0.0006754833794071837, 0.0006980287718316554, 0.0006872596741525001, 0.000737205460092034, 0.0007008661706974753, 0.0007185882203648177, 0.0005912354721558901, 0.019579891645095583, 0.0011894846946248385, 0.5478261729503434, 0.0007447038486409055, 0.017402501969659406, 0.000646974256276957, 0.00101896843328128, 0.0006877954064597919, 0.0008178579848608993, 0.0008139659142273276, 0.0006573269251587869, 0.0004331922440275273}	{2.0006092678023473, 0.0006941393753550518, 0.0006026729259121671, 0.0006745077062733169, 0.0006754833794071837, 0.0006980287718316554, 0.0006872596741525001, 0.000737205460092034, 0.0007008661706974753, 0.0007185882203648177, 0.0005912354721558901, 0.019579891645095583, 0.0011894846946248385, 0.5478261729503434, 0.0007447038486409055, 0.017402501969659406, 0.000646974256276957, 0.00101896843328128, 0.0006877954064597919, 0.0008178579848608993, 0.0008139659142273276, 0.0006573269251587869, 0.0004331922440275273}
{2.01361962368693, 0.0010044115454171706, 0.0005960731075133256, 0.0018450642961811367, 0.0003084112442486885, 0.0016522890844095637, 0.0010016443128239656, 0.0002104158713267468, 0.00019786313402403986, 0.00029697683980676944, 0.0004621016690431583, 0.000546043457663787, 0.0011994081038967511, 0.0004246513368766928, 0.13393332125063268, 0.0007746381635350768, 0.0008764605340811423, 0.0005204382878262942, 0.000359705128273256, 0.00019102615885725107, 0.00034530847088507774, 0.00042368743361369585, 0.0003354006694891155}	{2.0006817489508824, 0.0007454626202784326, 0.0007645506266451851, 0.0007444871519899856, 0.0013032056970810602, 0.0007325806012047904, 0.0007999415706765755, 0.0007824739903332096, 0.0005208906858883527, 0.0007542351766095077, 0.004161205261160415, 0.0007605117821048934, 0.0009365577883172883, 0.0006537331180440495, 0.5380536594564925, 0.0007037906372842126, 0.0007050680772282787, 0.0007696295681743248, 0.0069942859710106576, 0.0007544925215982465, 0.0007597726841546912, 0.000739298957058167, 0.0006409732884141887}	{2.0006817489508824, 0.0007454626202784326, 0.0007645506266451851, 0.0007444871519899856, 0.0013032056970810602, 0.0007325806012047904, 0.0007999415706765755, 0.0007824739903332096, 0.0005208906858883527, 0.0007542351766095077, 0.004161205261160415, 0.0007605117821048934, 0.0009365577883172883, 0.0006537331180440495, 0.5380536594564925, 0.0007037906372842126, 0.0007050680772282787, 0.0007696295681743248, 0.0069942859710106576, 0.0007544925215982465, 0.0007597726841546912, 0.000739298957058167, 0.0006409732884141887}
{2.0136641601183856, 0.0009273186779226841, 0.000660230924183326, 0.0017607808810087887, 0.00030074499227277895, 0.0017453812138853234, 0.001074903114503518, 0.00015796639893695847, 0.00024405270364729757, 0.0005509625753436006, 0.0005260153138111498, 0.00046715663510982225, 0.0012800991996823796, 0.00039702067788051007, 0.0006311168546043839, 0.13048480876681384, 0.0006926793823570341, 0.0004556717794688569, 0.0004591396411661763, 0.0003923854931143797, 0.000557698171900753, 0.00027559892361578737, 0.0002212702240548224}	{2.0007399060363964, 0.0008453628103865711, 0.0008383021593084719, 0.0010269955655886481, 0.0008317745768503233, 0.0008595665544505253, 0.0008142999939160792, 0.0008155855224035234, 0.0008268447534938747, 0.0008697994381407985, 0.000850888730266579, 0.0009567708004618951, 0.020545914427376497, 0.0009192367553685234, 0.0004464323457759277, 0.5139042955172479, 0.0013671734121922506, 0.0012490740042109577, 0.012296587062450662, 0.0007981619788360156, 0.0007922394621364289, 0.0013327230538155003, 0.0008409103443152912}	{2.0007399060363964, 0.0008453628103865711, 0.0008383021593084719, 0.0010269955655886481, 0.0008317745768503233, 0.0008595665544505253, 0.0008142999939160792, 0.0008155855224035234, 0.0008268447534938747, 0.0008697994381407985, 0.000850888730266579, 0.0009567708004618951, 0.020545914427376497, 0.0009192367553685234, 0.0004464323457759277, 0.5139042955172479, 0.0013671734121922506, 0.0012490740042109577, 0.012296587062450662, 0.0007981619788360156, 0.0007922394621364289, 0.0013327230538155003, 0.0008409103443152912}
{2.013983548802846, 0.0010154707077820787, 0.0006136375805056634, 0.0018040325328135508, 0.00042455802872607654, 0.0018191061487967443, 0.0010738370011247771, 0.000150425221464838, 0.00016781829692903724, 0.00030652871411896923, 0.00040430695151652356, 0.0004588090598880336, 0.0013490828426066558, 0.0004404368926853825, 0.000582072622402009, 0.0009064346793957432, 0.12814942407123925, 0.00048087518524572297, 0.00030204895480659524, 0.0003644786492115261, 0.00047645362594919525, 0.0005652946657552751, 0.00024858493079079355}	{2.000823910037183, 0.0009020280983063698, 0.0009278909059367066, 0.0008985279653098176, 0.0009282746901945528, 0.0009494398189336844, 0.0016919890228876949, 0.000913786144698534, 0.0009351322274476541, 0.0009209042075576885, 0.001093803724074929, 0.0008555835147651175, 0.001328363985660483, 0.0008780942692228637, 0.0008806966427684752, 0.0004216102704307953, 0.4797241593424827, 0.0013851381692363046, 0.0006883341750133384, 0.0009307427541607015, 0.0012055097483765643, 0.0009346545541900056, 0.0035035156157865446}	{2.000823910037183, 0.0009020280983063698, 0.0009278909059367066, 0.0008985279653098176, 0.0009282746901945528, 0.0009494398189336844, 0.0016919890228876949, 0.000913786144698534, 0.0009351322274476541, 0.0009209042075576885, 0.001093803724074929, 0.0008555835147651175, 0.001328363985660483, 0.0008780942692228637, 0.0008806966427684752, 0.0004216102704307953, 0.4797241593424827, 0.0013851381692363046, 0.0006883341750133384, 0.0009307427541607015, 0.0012055097483765643, 0.0009346545541900056, 0.0035035156157865446}
{2.0138342158587026, 0.0009365271442153672, 0.0006641838693638007, 0.0017252719358223387, 0.0003406857342501905, 0.001849037943281028, 0.0011099382190681245, 0.00026935762541545664, 0.0003045828988119084, 0.00044677898211405664, 0.0005595278458798484, 0.00048452923903583825, 0.0014828811686434487, 0.0002965317185923931, 0.00037811652344512563, 0.0007518560206171844, 0.0008724088896079346, 0.1237275653341474, 0.00039112014801242573, 0.00044006708971393635, 0.0002839524041532678, 0.0004694619513320815, 0.00005829535557597642}	{2.0006104442517003, 0.0007252666251381543, 0.0007019772053276855, 0.0007265086537061573, 0.0007436642044233596, 0.00069717604860149, 0.0007155062930860456, 0.0006920449335178898, 0.0007011948029624295, 0.0006985939744044443, 0.0006927044010159125, 0.0006852012332743986, 0.0006862306909554771, 0.0006770839689053631, 0.000678311431647711, 0.0006858985867633683, 0.0006500545559257508, 0.43886695401626397, 0.0007120707504132582, 0.0006714960036978733, 0.0006788683944313086, 0.0006614832994000253, 0.0006743919534725262}	{2.0006104442517003, 0.0007252666251381543, 0.0007019772053276855, 0.0007265086537061573, 0.0007436642044233596, 0.00069717604860149, 0.0007155062930860456, 0.0006920449335178898, 0.0007011948029624295, 0.0006985939744044443, 0.0006927044010159125, 0.0006852012332743986, 0.0006862306909554771, 0.0006770839689053631, 0.000678311431647711, 0.0006858985867633683, 0.0006500545559257508, 0.43886695401626397, 0.0007120707504132582, 0.0006714960036978733, 0.0006788683944313086, 0.0006614832994000253, 0.0006743919534725262}
{2.013633189792711, 0.0009269580759425597, 0.0005411886533888874, 0.0017178596744212376, 0.0002502585143355829, 0.0017594446785871025, 0.000929194693590411, 0.00012920464527576116, 0.0001718371268904943, 0.0002702646401442737, 0.0005259954728629075, 0.00045086642236410036, 0.0012716796854766795, 0.0001817925573623345, 0.000486000837186008, 0.0005537051295221545, 0.000779213244848746, 0.000384522846391551, 0.11903214559339925, 0.00038315153241225846, 0.00042048195542099834, 0.0003645194928781554, 0.00019516891056946216}	{1.9991927056332215, 0.0007468057318798407, 0.0007571891521672995, 0.0008107332184841843, 0.0008283366416286851, 0.0007968414167782664, 0.0007298003483733864, 0.0006502679000008872, 0.0007158794279946464, 0.0017497225943095469, 0.006473546965274189, 0.006786533937363396, 0.06997750491410812, 0.5372776810431765, 0.07136362593330588, 0.0009536313077410385, 0.00490520959255938, 0.002786501034509432, 0.0010411017036188104, 0.0006057569647517038, 0.0006678620644866359, 0.0010047133490714239, 0.0019025088560458367}	{1.9991927056332215, 0.0007468057318798407, 0.0007571891521672995, 0.0008107332184841843, 0.0008283366416286851, 0.0007968414167782664, 0.0007298003483733864, 0.0006502679000008872, 0.0007158794279946464, 0.0017497225943095469, 0.006473546965274189, 0.006786533937363396, 0.06997750491410812, 0.5372776810431765, 0.07136362593330588, 0.0009536313077410385, 0.00490520959255938, 0.002786501034509432, 0.0010411017036188104, 0.0006057569647517038, 0.0006678620644866359, 0.0010047133490714239, 0.0019025088560458367}
{2.0128851965506476, 0.0009189890815132888, 0.0006005438728887011, 0.0017738330480330771, 0.0002774505817583986, 0.001772929766101344, 0.0011360699207201446, 0.00038133307920353043, 0.00028365221520685875, 0.00035999058595573177, 0.00046850362810359355, 0.0003414004087754072, 0.0013194545565144247, 0.0003723191270335713, 0.0004045172172333009, 0.0007106971783167708, 0.0008191282099379309, 0.0005133091902772302, 0.0003145408853862967, 0.11347176982079252, 0.0005279829374878172, 0.0003416252905227668, 0.00017504894003106823}	{1.9992066158801012, 0.0007181694628721648, 0.0007371225469991247, 0.0007798346357256133, 0.0007338785136887477, 0.0007417166435893527, 0.0007405991624388028, 0.0008710802182618517, 0.0008361260267033643, 0.0004049359132752371, 0.0044459311634920395, 0.00907421923291581, 0.05698435376476675, 0.5419682502923149, 0.05680805921552104, 0.0019617027515443524, 0.004470827883529229, 0.001020411539352744, 0.0006423195640775213, 0.0009874835369267155, 0.0009812835552256926, 0.000806337445263834, 0.0012327136438195633}	{1.9992066158801012, 0.0007181694628721648, 0.0007371225469991247, 0.0007798346357256133, 0.0007338785136887477, 0.0007417166435893527, 0.0007405991624388028, 0.0008710802182618517, 0.0008361260267033643, 0.0004049359132752371, 0.0044459311634920395, 0.00907421923291581, 0.05698435376476675, 0.5419682502923149, 0.05680805921552104, 0.0019617027515443524, 0.004470827883529229, 0.001020411539352744, 0.0006423195640775213, 0.0009874835369267155, 0.0009812835552256926, 0.000806337445263834, 0.0012327136438195633}
